"seqnames","start","end","gene","log2FoldChange_ATAC","FDR_ATAC","pvalue","peak_type","distanceToTSS","annotation"
"chr12",82287404,82287804,"Sipa1l1",-1.01215129720717,0.555254197825128,0.00311839811812361,"Loss",-70319,"Intron (NM_001167983/217692, intron 2 of 23)"
"chr1",161803380,161803780,"4930558K02Rik",-1.01333362905196,0.639242530746027,0.00625569584476623,"Loss",3425,"Intron (NM_001204904/75368, intron 1 of 6)"
"chr11",59434740,59435140,"Nlrp3",-1.01619253497186,0.639242530746027,0.00636931735495661,"Loss",1228,"Promoter (1-2kb)"
"chr1",78643717,78644117,"Utp14b",-1.01630204831161,0.520617092752929,0.00260315415588496,"Loss",7560,"Exon (NM_001001981/195434, exon 3 of 3)"
"chr7",119092992,119093392,"Umod",-1.01786850115503,0.672837073463266,0.00741265275077954,"Loss",-14507,"Intron (NM_027943/71830, intron 8 of 11)"
"chr15",55863042,55863442,"Sntb1",-1.01881987543283,0.643800774939467,0.00663406396601671,"Loss",-92697,"Distal Intergenic"
"chr15",61870668,61871068,"Myc",-1.03186476674194,0.603970597347539,0.00444384688376765,"Loss",13478,"Distal Intergenic"
"chrX",159533868,159534268,"Rs1",-1.0439087894363,0.621096633911186,0.00529897569816603,"Loss",-16741,"Distal Intergenic"
"chr8",104860050,104860450,"Gm29682",-1.04534006535347,0.699651985600549,0.00903742866156486,"Loss",-27545,"Intron (NM_009868/12562, intron 7 of 11)"
"chr10",59414176,59414576,"Mcu",-1.0456725796405,0.688624125143867,0.00823572213861665,"Loss",37938,"Intron (NM_001033259/215999, intron 1 of 7)"
"chr14",103769938,103770338,"Scel",-1.04579826500079,0.713280068634696,0.00949640800486155,"Loss",19161,"Intron (NM_022886/64929, intron 3 of 30)"
"chr14",73361196,73361596,"Rcbtb2",-1.05173112763751,0.681344314113279,0.00781013666975295,"Loss",-18354,"Distal Intergenic"
"chr1",14660978,14661378,"Msc",-1.05260086077506,0.620544066881042,0.00516070318022811,"Loss",164812,"Distal Intergenic"
"chr5",112277754,112278154,"1700016B01Rik",-1.05415685309864,0.484244888982219,0.00208612943732817,"Loss",-25939,"Distal Intergenic"
"chr2",79277520,79277920,"Neurod1",-1.05455102270033,0.575417205891056,0.00386478275825369,"Loss",9060,"Distal Intergenic"
"chr10",17717758,17718158,"Txlnb",-1.05485344805021,0.558966100964404,0.00315930384346133,"Loss",45791,"Intron (NM_138628/378431, intron 9 of 9)"
"chr12",99489143,99489543,"Gm26839",-1.05528129448785,0.669797477371749,0.00730705638128945,"Loss",-40557,"Distal Intergenic"
"chr8",68664748,68665148,"Sh2d4a",-1.05871239053467,0.699651985600549,0.00903863063077705,"Loss",-64032,"Distal Intergenic"
"chr19",15987012,15987412,"C130060C02Rik",-1.06252717702759,0.639242530746027,0.00623295644472295,"Loss",24573,"Intron (NR_045355/100502653, intron 2 of 2)"
"chr16",14295441,14295841,"A630010A05Rik",-1.06577695075176,0.404405649763908,0.00104289349444485,"Loss",-84340,"Distal Intergenic"
"chr16",48992554,48992954,"1700026J12Rik",-1.06934565728871,0.672997135327015,0.00746418698178603,"Loss",83181,"Intron (NM_001166210/667772, intron 34 of 40)"
"chr19",32145513,32145913,"Sgms1",-1.07209885190849,0.574199742493579,0.0037914574254941,"Loss",42500,"Intron (NM_001168526/208449, intron 1 of 5)"
"chr3",54589392,54589792,"Supt20",-1.07317904731236,0.640975223965842,0.00654249322954497,"Loss",-10444,"Distal Intergenic"
"chr11",23677495,23677895,"Rel",-1.07374782718113,0.536412772306275,0.00289660584408099,"Loss",43074,"Intron (NM_001033654/74467, intron 16 of 17)"
"chr9",92134770,92135170,"Plscr1",-1.07564396378702,0.408380998192237,0.00108495468997899,"Loss",2523,"Promoter (2-3kb)"
"chr16",22263625,22264025,"Etv5",-1.07627949881144,0.609977066183434,0.00480417722966282,"Loss",-5305,"Distal Intergenic"
"chr10",13910547,13910947,"Hivep2",-1.07919992213962,0.639242530746027,0.00624142308691362,"Loss",68424,"Intron (NM_001358783/15273, intron 2 of 12)"
"chr16",48753536,48753936,"Dzip3",-1.08212911100191,0.69446382519171,0.0088337820833398,"Loss",60539,"Intron (NM_027341/224170, intron 25 of 30)"
"chr10",82803343,82803743,"Chst11",-1.08614105468674,0.529773788070869,0.00275819410906457,"Loss",-17588,"Distal Intergenic"
"chr1",151457398,151457798,"Niban1",-1.08834757841606,0.698046034688965,0.00895541008402013,"Loss",10274,"Intron (NM_022018/63913, intron 1 of 13)"
"chr2",35287922,35288322,"4930402F06Rik",-1.09041371029841,0.533228586210733,0.00285118277992533,"Loss",-736,"Promoter (<=1kb)"
"chr10",19000536,19000936,"Gm20139",-1.09279391685388,0.526243372194815,0.00270613165404949,"Loss",-16561,"Distal Intergenic"
"chr11",32655082,32655482,"Fbxw11",-1.10295254116543,0.639464726298285,0.00644578830396929,"Loss",62527,"Intron (NM_001271347/103583, intron 2 of 12)"
"chr11",34978483,34978883,"Slit3",-1.10313921201917,0.684838705859663,0.00795038115788419,"Loss",-33400,"Distal Intergenic"
"chr8",126890534,126890934,"Slc35f3",-1.10542985994998,0.639242530746027,0.006217158172204,"Loss",24670,"Intron (NM_001363500/210027, intron 2 of 7)"
"chr5",4131558,4131958,"Cyp51",-1.11229163268031,0.688624125143867,0.00835955199206344,"Loss",22739,"3' UTR"
"chr3",149157780,149158180,"Gm1653",-1.11369744270675,0.688624125143867,0.00830391483012498,"Loss",177406,"Distal Intergenic"
"chr15",59583950,59584350,"Trib1",-1.11606879500769,0.678785525534127,0.00762434039661888,"Loss",63447,"Distal Intergenic"
"chr17",95069816,95070216,"2700099C18Rik",-1.12065539216305,0.417530967278278,0.00114552431538031,"Loss",12288,"Exon (NR_024720/77022, exon 5 of 10)"
"chr8",108767424,108767824,"Psmd7",-1.12227825001793,0.432434141773971,0.00132981035757694,"Loss",-452310,"Distal Intergenic"
"chr16",96352178,96352578,"Pcp4",-1.1222982342601,0.567927310367975,0.00371946939432123,"Loss",83372,"Distal Intergenic"
"chr6",50535839,50536239,"Cycs",-1.12478901834884,0.639242530746027,0.00630569155294609,"Loss",7310,"Distal Intergenic"
"chr1",106138868,106139268,"Phlpp1",-1.12540067825484,0.716525259389323,0.00955247017380081,"Loss",39269,"Intron (NM_133821/98432, intron 1 of 16)"
"chr12",102594526,102594926,"Mir1936",-1.13345624199737,0.524628526058813,0.00268282369064024,"Loss",56353,"Intron (NM_172584/217837, intron 2 of 9)"
"chr2",117815084,117815484,"Gm13986",-1.13473802530354,0.639242530746027,0.00622075164559235,"Loss",126199,"Intron (NR_126479/329496, intron 8 of 9)"
"chr2",69910068,69910468,"Myo3b",-1.13753984526958,0.639242530746027,0.00609622525350835,"Loss",40598,"Intron (NM_177376/329421, intron 2 of 34)"
"chr7",88885807,88886207,"Tmem135",-1.13906635012051,0.731106981298844,0.00996100296539007,"Loss",101788,"Intron (NM_001360745/72759, intron 4 of 13)"
"chr14",123234914,123235314,"Tmtc4",-1.14113208133794,0.432434141773971,0.00132872829485661,"Loss",-14219,"Distal Intergenic"
"chr10",59996657,59997057,"Gm51802",-1.14194062707549,0.637565671947088,0.00583010356353348,"Loss",1156,"Promoter (1-2kb)"
"chr10",122722099,122722499,"Mirlet7i",-1.14570295758695,0.456220675355509,0.00157070478695101,"Loss",99130,"Intron (NM_176919/319468, intron 6 of 8)"
"chr9",115864202,115864602,"Gadl1",-1.15214452370488,0.619731061238807,0.00506641412741141,"Loss",125679,"Intron (NM_028638/73748, intron 14 of 14)"
"chr16",22448671,22449071,"Mir6362",-1.15774967855874,0.366482979184607,0.000703611547634267,"Loss",24595,"Intron (NM_001346673/110197, intron 1 of 23)"
"chr19",56760556,56760956,"Ccdc186",-1.15878133730888,0.432434141773971,0.00133457748484036,"Loss",49675,"Distal Intergenic"
"chr4",102465180,102465580,"Pde4b",-1.16539242064351,0.1333622237763,7.17876034107695e-05,"Loss",18140,"Distal Intergenic"
"chr6",83868224,83868624,"Zfp638",-1.16989484657929,0.575417205891056,0.00387159965673961,"Loss",-22711,"Distal Intergenic"
"chr10",118806557,118806957,"Gm38403",-1.17023047031495,0.432434141773971,0.00130175880446247,"Loss",-43509,"Distal Intergenic"
"chr17",5226251,5226651,"Arid1b",-1.1713379896911,0.574199742493579,0.00378407661018428,"Loss",180902,"Intron (NM_001085355/239985, intron 4 of 19)"
"chr2",73272386,73272786,"Wipf1",-1.17668341521,0.711662527718917,0.00944344430321871,"Loss",11447,"Intron (NM_001289722/215280, intron 3 of 7)"
"chr13",99640101,99640501,"Map1b",-1.17960490512208,0.35637302143673,0.000671412604084846,"Loss",12609,"Intron (NM_008634/17755, intron 2 of 6)"
"chr2",44707780,44708180,"Gtdc1",-1.19382850390876,0.404405649763908,0.000962387310591755,"Loss",43454,"Intron (NM_172662/227835, intron 3 of 10)"
"chr15",38403019,38403419,"Mir6951",-1.20675365304999,0.619074053853973,0.00500872034586948,"Loss",87372,"Distal Intergenic"
"chr4",98367800,98368200,"Patj",-1.20978040013601,0.468667669927612,0.00175181763560019,"Loss",-66671,"Intron (NM_001005784/12695, intron 17 of 19)"
"chr17",84687773,84688173,"Rnu6",-1.21170397517143,0.637565671947088,0.00582075556972697,"Loss",-10684,"Intron (NM_183021/240174, intron 26 of 37)"
"chr6",47361421,47361821,"Cul1",-1.21861461042782,0.731106981298844,0.00990200688659097,"Loss",-68845,"Distal Intergenic"
"chr18",65863563,65863963,"Oacyl",-1.21965038687904,0.603970597347539,0.00454894839035177,"Loss",32224,"Intron (NM_177028/319888, intron 7 of 14)"
"chr12",72371967,72372367,"Rtn1",-1.22813882961891,0.639242530746027,0.00631382683378092,"Loss",83461,"Intron (NM_001286448/104001, intron 1 of 6)"
"chr7",46949322,46949722,"Mrgpra9",-1.22836571045491,0.705707103671312,0.00932059856530817,"Loss",-46695,"Distal Intergenic"
"chr1",52097278,52097678,"Stat4",-1.23048177869205,0.259471052775055,0.000299124091736664,"Loss",49879,"Intron (NM_001308266/20849, intron 4 of 24)"
"chr5",39496073,39496473,"4930513D17Rik",-1.23421692565814,0.417530967278278,0.00114623982619638,"Loss",264444,"Distal Intergenic"
"chr9",16221625,16222025,"Fat3",-1.23477557277059,0.484244888982219,0.0020266930494828,"Loss",191325,"Intron (NM_001080814/270120, intron 2 of 25)"
"chr18",53347812,53348212,"Snx24",-1.23522263507706,0.518411052190567,0.00249516383470988,"Loss",-30485,"Intron (NM_001357463/67804, intron 11 of 15)"
"chr8",121887390,121887790,"Foxl1",-1.24313858645946,0.484244888982219,0.00216999479388056,"Loss",32966,"Distal Intergenic"
"chr2",48436232,48436632,"Gm13481",-1.24918824598052,0.699651985600549,0.00909803630076432,"Loss",-88955,"Distal Intergenic"
"chr15",27367735,27368135,"Ank",-1.25086059743514,0.404405649763908,0.000954058950682592,"Loss",-98628,"Distal Intergenic"
"chr4",126588870,126589270,"Psmb2",-1.25182155884616,0.621096633911186,0.00521391401029311,"Loss",17434,"Intron (NM_011970/26445, intron 3 of 5)"
"chr3",69348119,69348519,"Ppm1l",-1.25314288651294,0.557095893242164,0.00313873735875331,"Loss",123868,"Intron (NM_178726/242083, intron 1 of 3)"
"chr12",31608981,31609381,"Slc26a4",-1.25557122400067,0.533228586210733,0.00284286583346283,"Loss",602,"Promoter (<=1kb)"
"chr1",171809715,171810115,"Vangl2",-1.25883570171357,0.637565671947088,0.00566464592006288,"Loss",44747,"Distal Intergenic"
"chr7",73133861,73134261,"Chd2",-1.26017109725195,0.670857032809087,0.00736410325848459,"Loss",57233,"Exon (NM_001081345/244059, exon 17 of 39)"
"chr12",92471829,92472229,"Sel1l",-1.2606928487007,0.567927310367975,0.00354476363687802,"Loss",-655898,"Distal Intergenic"
"chr5",20106626,20107026,"Magi2",-1.26582625136243,0.384807159898807,0.00086961126796665,"Loss",-5490,"Intron (NM_001170746/50791, intron 2 of 22)"
"chr6",146590342,146590742,"4930479D17Rik",-1.26831805066305,0.404405649763908,0.001044900839123,"Loss",31626,"Distal Intergenic"
"chr13",95765437,95765837,"F2r",-1.29310768244526,0.643800774939467,0.00667472321023335,"Loss",-10463,"Exon (NM_027711/544963, exon 35 of 36)"
"chr2",19510569,19510969,"4921504E06Rik",-1.29636141758473,0.636772262846993,0.00562304597170343,"Loss",47752,"Intron (NM_027600/70909, intron 8 of 16)"
"chr5",142687736,142688136,"Slc29a4",-1.29716889577064,0.678564432524575,0.00760631846515498,"Loss",0,"Promoter (<=1kb)"
"chr2",103162095,103162495,"Ehf",-1.30190674192191,0.567927310367975,0.00356819412373824,"Loss",-28554,"Distal Intergenic"
"chr2",153600432,153600832,"Mapre1",-1.3144623807873,0.529773788070869,0.00279702709660015,"Loss",17225,"Intron (NM_007896/13589, intron 4 of 6)"
"chr5",75927732,75928132,"Kit",-1.31446607072106,0.484244888982219,0.00205875796616219,"Loss",192081,"Distal Intergenic"
"chr15",79604955,79605355,"Sun2",-1.3221186780245,0.621096633911186,0.00533814124100083,"Loss",21382,"3' UTR"
"chr10",22752554,22752954,"Tcf21",-1.34244416378044,0.432434141773971,0.00131496270993631,"Loss",-56512,"Distal Intergenic"
"chr6",3560087,3560487,"Gm52885",-1.34561551882413,0.417983346131465,0.00116998137508987,"Loss",10091,"Intron (NM_001167751/73288, intron 16 of 26)"
"chr12",34801677,34802077,"Hdac9",-1.34690649776491,0.567927310367975,0.00371895591972452,"Loss",165017,"Intron (NM_001271386/79221, intron 3 of 27)"
"chr10",60774312,60774712,"Pldi",-1.34795954804939,0.384807159898807,0.000883516007035997,"Loss",-401,"Promoter (<=1kb)"
"chr7",88902478,88902878,"Tmem135",-1.34806447170866,0.188075360023817,0.00014021054572668,"Loss",85117,"Intron (NM_001360745/72759, intron 3 of 13)"
"chr14",51621782,51622182,"Vmn2r88",-1.35303590009136,0.637565671947088,0.00585746246870752,"Loss",-26276,"Distal Intergenic"
"chr10",57591244,57591644,"Pkib",-1.35320931509631,0.30089783971626,0.000460584553882061,"Loss",64167,"Intron (NM_001039051/18768, intron 3 of 4)"
"chr16",11513175,11513575,"4833415N18Rik",-1.35424440619024,0.468667669927612,0.00176495156466907,"Loss",-83991,"Intron (NM_028964/74478, intron 18 of 20)"
"chr3",22184922,22185322,"Tbl1xr1",-1.35935064589983,0.466290484246867,0.00169843121190903,"Loss",54106,"Intron (NM_030732/81004, intron 1 of 15)"
"chr1",106910843,106911243,"Serpinb13",-1.37175881521387,0.173105426664553,0.000121135283856986,"Loss",2129,"Promoter (2-3kb)"
"chr1",63469474,63469874,"Adam23",-1.37658326277386,0.441040307978774,0.00145382196263381,"Loss",-15176,"Distal Intergenic"
"chr5",54228270,54228670,"Stim2",-1.37787974084963,0.345326693536839,0.000601031530773584,"Loss",72405,"Intron (NM_001081103/116873, intron 2 of 11)"
"chr13",77920316,77920716,"Arb2a",-1.38244355221171,0.659815946034729,0.0070674710884997,"Loss",63507,"Intron (NM_001163419/68675, intron 3 of 9)"
"chr7",115840009,115840409,"Plekha7",-1.38972717748977,0.688624125143867,0.00831955801666666,"Loss",-2998,"Promoter (2-3kb)"
"chr5",16666774,16667174,"Hgf",-1.39313577415693,0.0780988722966065,2.43969215245937e-05,"Loss",-91319,"Distal Intergenic"
"chr19",14532472,14532872,"Tle4",-1.39817963671323,0.405404358116521,0.00106930382263562,"Loss",41705,"Intron (NM_001302951/21888, intron 5 of 19)"
"chr5",30050082,30050482,"Dnajb6",-1.39984325599435,0.619074053853973,0.00500721226613895,"Loss",109105,"Distal Intergenic"
"chr7",132166515,132166915,"Oat",-1.40278712079542,0.222567334181687,0.000251592299817811,"Loss",11212,"Intron (NM_016978/18242, intron 4 of 9)"
"chr8",79894600,79895000,"1700011L22Rik",-1.40870553465079,0.284574194830201,0.000398277241024109,"Loss",80212,"Intron (NM_001294279/622675, intron 8 of 14)"
"chr4",48087650,48088050,"Stx17",-1.414584986715,0.07877018562821,2.96808637442118e-05,"Loss",-36869,"Distal Intergenic"
"chr16",35465016,35465416,"Sema5b",-1.41898151971756,0.538513590772942,0.00293991552945394,"Loss",103284,"Intron (NM_013661/20357, intron 4 of 21)"
"chr1",40608715,40609115,"Slc9a4",-1.42178927459577,0.53621579228574,0.00287677675112029,"Loss",-10272,"Distal Intergenic"
"chr2",31878124,31878524,"Nup214",-1.4240618056237,0.502481006824475,0.00236830208112049,"Loss",13662,"Exon (NM_172268/227720, exon 8 of 36)"
"chr7",66691430,66691830,"1700112J16Rik",-1.4241464387515,0.430012063462069,0.00122679821449919,"Loss",180376,"Exon (NM_001033877/233332, exon 13 of 23)"
"chr6",129681678,129682078,"Klri1",-1.42594165991912,0.405404358116521,0.00106493553801433,"Loss",12017,"Intron (NM_001012520/503550, intron 1 of 5)"
"chr6",129670617,129671017,"Mir680-1",-1.42931730508497,0.196110658191765,0.00020570170773206,"Loss",2119,"Promoter (2-3kb)"
"chr13",92174568,92174968,"Rasgrf2",-1.43538354077661,0.446200282036392,0.00149715518446862,"Loss",93368,"Exon (NM_009027/19418, exon 3 of 27)"
"chr3",54604190,54604590,"Supt20",-1.43825086581724,0.188075360023817,0.000150347724602736,"Loss",1646,"Promoter (1-2kb)"
"chr3",136298024,136298424,"Ppp3ca",-1.43954666263597,0.603970597347539,0.00454871939145894,"Loss",-77403,"Distal Intergenic"
"chr7",67304272,67304672,"Ttc23",-1.43968096763051,0.554503160101661,0.00307684554804521,"Loss",7114,"Intron (NM_001168477/67009, intron 1 of 3)"
"chr6",67436258,67436658,"Il23r",-1.44584061234231,0.699651985600549,0.00910671150355492,"Loss",32181,"Intron (NM_144548/209590, intron 6 of 10)"
"chr6",146422914,146423314,"Itpr2",-1.44600397847936,0.48376653350647,0.00194437133972313,"Loss",-19193,"Distal Intergenic"
"chr13",9039279,9039679,"Gtpbp4",-1.44924801196656,0.0780988722966065,2.62485259304446e-05,"Loss",6369,"Intron (NM_027000/69237, intron 5 of 16)"
"chr17",4341030,4341430,"4930548J01Rik",-1.45445627967511,0.619731061238807,0.00512572194768769,"Loss",-168653,"Distal Intergenic"
"chr13",78006263,78006663,"Arb2a",-1.45470696802078,0.619731061238807,0.00511294915887912,"Loss",149454,"Intron (NM_001163419/68675, intron 5 of 9)"
"chr19",29377843,29378243,"Pdcd1lg2",-1.45889212645188,0.404405649763908,0.00103729280255256,"Loss",-10076,"Distal Intergenic"
"chr8",79877138,79877538,"1700011L22Rik",-1.4840361393909,0.56209878296585,0.00327426677575443,"Loss",97674,"Intron (NM_001294279/622675, intron 8 of 14)"
"chr3",52268155,52268555,"Foxo1",-1.48564165296621,0.56209878296585,0.00323649932785918,"Loss",92397,"Distal Intergenic"
"chr11",107989347,107989747,"Mir7223",-1.48963903939161,0.647607625326271,0.00674522885431073,"Loss",101673,"Intron (NM_011101/18750, intron 3 of 16)"
"chr9",118446269,118446669,"Itga9",-1.49737457754604,0.192000973620833,0.000189479178015248,"Loss",10492,"Intron (NM_133721/104099, intron 1 of 27)"
"chr11",46678022,46678422,"Timd4",-1.50321123813681,0.471358327083996,0.00181299484673112,"Loss",-23204,"Distal Intergenic"
"chr1",191870331,191870731,"Kcnh1",-1.52259502924551,0.357035827519313,0.000679067640081949,"Loss",-2354,"Promoter (2-3kb)"
"chr16",70162109,70162509,"Gbe1",-1.52831036326514,0.321890766911456,0.000537139189743153,"Loss",51272,"Intron (NM_028803/74185, intron 2 of 15)"
"chr2",141682174,141682574,"Rnu6",-1.53400128845044,0.615740038614823,0.00494960771727985,"Loss",199764,"Intron (NM_001013802/72899, intron 8 of 18)"
"chr6",47216725,47217125,"Cntnap2",-1.54638706530981,0.404405649763908,0.000984289616324622,"Loss",-4205,"Intron (NM_001004357/66797, intron 21 of 23)"
"chr9",118250151,118250551,"4933432G23Rik",-1.57892607847839,0.371258062361716,0.000731645134471936,"Loss",-8356,"Distal Intergenic"
"chr7",67198359,67198759,"Lrrc28",-1.58629803295969,0.099369174702199,4.27915774214594e-05,"Loss",96225,"Intron (NM_175124/67867, intron 6 of 9)"
"chr16",50110118,50110518,"Bbx",-1.6002461211143,0.276313026467766,0.000381757393203509,"Loss",142234,"Intron (NM_027444/70508, intron 3 of 16)"
"chr16",35996462,35996862,"Cstdc4",-1.62088942477178,0.348618750657138,0.000628306191654651,"Loss",-7720,"Distal Intergenic"
"chr5",89237959,89238359,"Slc4a4",-1.62541257656006,0.404405649763908,0.00102318293574276,"Loss",62134,"Intron (NM_001136260/54403, intron 7 of 24)"
"chr13",33112013,33112413,"Serpinb1c",-1.62641473626081,0.196110658191765,0.000207610149165904,"Loss",12170,"Intron (NM_001384088/380839, intron 2 of 5)"
"chr3",152981706,152982106,"1700012D16Rik",-1.63220872463171,0.56209878296585,0.003258233460677,"Loss",22180,"Intron (NM_011372/20447, intron 3 of 4)"
"chr15",96683161,96683561,"Slc38a2",-1.63391119689755,0.64298456056329,0.006587672864452,"Loss",-85552,"Distal Intergenic"
"chr13",6080239,6080639,"Klf6",-1.63727923066771,0.425895794535921,0.0012074128963015,"Loss",168751,"Distal Intergenic"
"chr6",122310131,122310531,"Phc1",-1.65908270419585,0.0238440435235374,1.28360858884808e-06,"Loss",6085,"Exon (NM_001042623/13619, exon 5 of 14)"
"chr4",151930134,151930534,"Camta1",-1.66073043076253,0.259471052775055,0.000330554165417156,"Loss",15691,"Intron (NM_001081557/100072, intron 1 of 23)"
"chr18",33123325,33123725,"Camk4",-1.66349676507115,0.404405649763908,0.0010112288514078,"Loss",51231,"Intron (NM_009793/12326, intron 1 of 10)"
"chr18",73776155,73776555,"Smad4",-1.70237675655272,0.0273448130448896,3.43453834985694e-06,"Loss",60307,"Intron (NM_001364967/17128, intron 8 of 9)"
"chr14",123241100,123241500,"Tmtc4",-1.71894528216135,0.259471052775055,0.000316832555433087,"Loss",-20405,"Distal Intergenic"
"chr3",19116319,19116719,"Armc1",-1.7352476993795,0.56209878296585,0.00328911944689976,"Loss",100540,"Distal Intergenic"
"chr5",27343260,27343660,"Dpp6",-1.74507507600033,0.30089783971626,0.000469714204681594,"Loss",89063,"Intron (NM_010075/13483, intron 1 of 25)"
"chr15",34336320,34336720,"9430069I07Rik",-1.75334930685633,0.152145400934987,0.000101008035501947,"Loss",21298,"Intron (NM_001358780/17181, intron 2 of 18)"
"chr12",66337401,66337801,"Rpl10l",-1.81475463993101,0.688624125143867,0.00803069590155078,"Loss",-6226,"Distal Intergenic"
"chrX",11550964,11551364,"H2al1j",-1.81857315983167,0.529773788070869,0.00281369843660693,"Loss",356903,"Distal Intergenic"
"chr17",84654820,84655220,"Rnu6",-1.82201624912722,0.0238440435235374,1.8741143249546e-06,"Loss",-43637,"Intron (NM_183021/240174, intron 26 of 37)"
"chr19",59115898,59116298,"Vax1",-1.82535719273577,0.404405649763908,0.00103378808049268,"Loss",42531,"Distal Intergenic"
"chr13",68736487,68736887,"Fastkd3",-1.92177325492155,0.141284456008023,7.86288168626019e-05,"Loss",6158,"Intron (NM_001330423/69577, intron 4 of 6)"
"chr13",97659265,97659665,"Gm5086",-1.92684936502765,0.164760672054282,0.000112339509403264,"Loss",-36843,"Distal Intergenic"
"chrX",143154657,143155057,"Alg13",-1.93577169889572,0.188075360023817,0.000158802596471893,"Loss",53695,"Intron (NR_037145/67574, intron 26 of 26)"
"chr5",43922892,43923292,"Fbxl5",-2.02388204833816,0.037900259704708,8.16053822680859e-06,"Loss",16199,"Intron (NM_001159963/242960, intron 4 of 10)"
"chr15",73261350,73261750,"Ptk2",-2.05743633190125,0.372309369555607,0.000781601166977788,"Loss",33290,"Intron (NM_001358045/14083, intron 2 of 33)"
"chr1",40290977,40291377,"Il1r1",-2.08437760102709,0.259471052775055,0.000319168148067912,"Loss",-14369,"Intron (NM_008362/16177, intron 1 of 10)"
"chr3",125134376,125134776,"Ndst4",-2.13311580720874,0.700319769653069,0.00921144062733592,"Loss",-62964,"Distal Intergenic"
"chrX",72235514,72235914,"Xlr3b",-2.17232222654563,0.1333622237763,7.16788857709701e-05,"Loss",0,"Promoter (<=1kb)"
"chrX",37308553,37308953,"Mir3110",-2.22418916323992,0.284787213485129,0.000409990412600311,"Loss",9235,"Intron (NM_001289727/245386, intron 7 of 9)"
