gene_id	a161	a165	a170	a173
Elf5	2	10	2	4
Cat	3577	4125	3930	4425
Pamr1	3	0	5	1
Trim44	705	654	749	807
Api5	2714	3010	3093	3792
Ttc17	621	661	663	723
Hsd17b12	2082	2374	2450	2992
Ext2	583	648	709	817
Gatm	370	352	320	378
Sema6d	127	88	112	108
Myef2	251	266	272	378
Dut	1763	2016	1726	1992
Cops2	812	768	671	973
Galk2	740	784	943	1229
Meis2	32	18	17	29
Cd82	4742	5819	6306	7307
Tspan18	13	23	18	20
Slc28a2	97	76	57	82
Syt13	10	7	8	11
Chst1	6	5	8	13
Pex16	1296	1555	2090	2198
Mapk8ip1	8	12	12	41
Sord	270	360	622	699
Creb3l1	31	22	44	62
Patl2	6	16	5	1
Eif3j1	1360	1501	1417	2048
Frmd5	344	490	371	387
Mdk	200	166	232	340
Wdr76	195	167	163	168
Harbi1	221	227	224	279
Atg13	450	549	668	743
Hypk	3486	3125	3408	4536
Ell3	5	12	15	16
Arhgap1	1940	2196	2982	3337
Pdia3	12076	12896	14748	17838
F2	9	1	10	10
Lrp4	53	52	103	134
Map1a	3	2	1	4
Arfgap2	1202	1367	1556	1630
Pacsin3	2	1	2	6
Adal	144	184	145	175
Tubgcp4	731	797	829	901
Ubr1	733	719	592	688
Snap25	2	3	3	2
Mkks	171	164	111	137
Jag1	137	143	84	112
Slx4ip	445	404	397	384
Mtch2	1589	1577	1607	2101
Cdan1	127	123	128	177
Haus2	561	632	760	1029
Lrrc57	593	639	824	940
Snap23	2680	2571	3168	4103
Zfp106	1039	1128	1062	1457
Vps39	783	745	740	746
Ehd4	1245	1237	1575	2039
Ubox5	181	180	251	204
Ptpra	1558	1702	1994	2358
Rtf1	1102	1199	1528	1700
Ndufaf1	526	522	513	692
Nusap1	662	868	673	806
Dnaaf9	166	221	181	185
Atrn	264	293	267	357
Chac1	210	360	243	267
Dll4	44	45	28	50
Spint1	2173	2207	2794	3265
Adam33	11	10	18	2
Siglec1	31	32	26	30
Rad51	605	716	541	608
Rpusd2	31	36	40	22
Knl1	468	614	373	457
1700037H04Rik	339	311	395	471
Spef1	10	14	5	21
Cdc25b	75	78	80	84
Knstrn	232	268	255	296
Ivd	1027	1158	1296	1433
Smox	154	167	284	387
Prnd	23	4	12	18
Rassf2	997	1048	1049	1291
Slc23a2	470	464	504	640
Tmem230	1438	1505	1565	2095
Pcna	6341	7273	6676	7768
Fsip1	20	25	25	27
Gpcpd1	5136	4654	4849	6523
Rasgrp1	555	555	630	827
Fam98b	652	607	580	690
Spred1	453	505	549	667
Mcm8	109	160	135	135
Fermt1	4	1	4	10
Crls1	471	431	405	574
Bmp2	263	447	269	338
Slc27a2	57	77	102	69
Hdc	658	571	838	908
Gabpb1	973	1051	1152	1351
Usp8	950	941	1218	1372
Usp50	41	34	47	49
Trpm7	1047	1094	1012	1041
Sppl2a	2424	2456	2235	2601
Stard7	2720	2904	3532	4107
Dusp2	3402	3938	4913	5143
Fahd2a	184	177	208	232
Mrps5	500	524	537	776
Prom2	130	107	124	91
Nphp1	31	22	39	26
Bub1	135	214	146	187
Acoxl	4	0	2	1
Bcl2l11	708	748	860	1139
Ndufaf5	400	446	416	520
Zc3h8	134	173	107	191
Ttl	38	37	67	66
Polr1b	106	135	141	151
Slc20a1	411	488	614	640
Il1b	94223	118946	189406	235816
Il1a	17	41	102	113
Tgm3	10	4	9	6
Snrpb	9378	9907	10658	12703
Nop56	2655	3064	2876	3434
Idh3b	2181	2328	2334	2790
Vps16	838	910	1229	1208
Lpin3	5	11	11	12
Pcsk2	12	21	11	20
Bfsp1	5	1	5	10
Rrbp1	2014	1805	2317	2757
Snx5	4155	3848	3809	4731
Mgme1	219	218	144	188
Kat14	214	240	303	286
Polr3f	345	448	384	430
Rbbp9	96	130	223	218
Sec23b	1105	1229	1253	1623
Dtd1	483	517	316	470
Xrn2	2493	2530	2583	3096
Cd93	63	40	101	161
Napb	91	69	70	94
Gzf1	193	190	220	267
Cst3	49566	40480	43054	49071
Acss1	630	821	1455	1493
Gins1	494	438	477	559
Nsfl1c	1822	1852	2119	2533
Sdcbp2	37	37	52	78
Snph	0	1	3	4
Fam110a	275	251	710	856
Slc52a3	14	9	11	2
Tbc1d20	682	828	705	983
Rbck1	1993	2117	2436	2881
Tpx2	502	658	455	442
Pdrg1	1808	1933	1705	1921
Kif3b	217	242	183	297
Dnmt3b	54	58	57	57
Mapre1	8798	9844	10743	12792
Bpifb1	1	1	3	0
Cdk5rap1	285	320	263	1074
Snta1	79	134	238	374
Necab3	8	7	10	13
E2f1	508	740	648	796
Fam210b	278	290	409	438
Aurka	336	436	406	438
Cstf1	474	519	499	649
Pkia	3	2	1	0
Stmn2	7	7	6	8
Rtf2	2624	3025	3395	4034
Fam209	3	3	2	7
Tpd52	6301	6320	9115	11775
Pag1	254	235	271	237
Rae1	1364	1440	1525	1693
Rbm38	211	266	242	229
Pck1	1	3	2	1
Zbp1	883	872	691	832
Rab22a	815	827	1026	1162
Zdbf2	24	15	33	46
Stx16	963	1011	967	1107
Gnas	8404	9229	13684	16259
Impa1	2148	2590	2508	3261
Fabp5	11234	9574	12548	13608
Snx16	252	205	242	309
Chmp4c	33	22	23	34
Ptpn1	3169	3336	5352	6009
Nfatc2	694	557	505	571
Atp9a	17	16	3	7
Lrrcc1	317	259	319	452
Zfp64	255	237	396	496
E2f5	278	267	323	415
Car13	54	52	42	74
Car1	200	52	186	361
Car3	7	8	2	8
Dok5	0	1	9	3
Car2	1192	1019	1860	2007
Psma7	10040	9965	11209	13776
Mrgbp	665	718	766	836
Col9a3	9	9	5	2
Gid8	582	594	668	864
Arfgap1	562	582	731	817
Srms	78	87	46	47
Helz2	496	441	421	492
Zgpat	620	634	641	710
Zbtb46	2762	3042	2365	2739
Pcmtd2	518	596	603	751
Raly	786	709	884	1004
Ahcy	329	419	443	404
Itch	2098	2674	1974	2154
Armc1	978	1039	1127	1379
Mtfr1	349	396	426	531
Map1lc3a	552	577	970	1146
Ggt7	8	5	0	5
Acss2	176	143	214	224
Gss	234	224	337	394
Procr	807	935	1126	1364
Eif6	2670	2730	3260	4150
Hps3	2141	2625	2329	2807
Nfs1	935	968	1088	1264
Rbm39	15771	14616	13492	16098
Epb41l1	18	9	18	15
Aar2	274	319	336	399
Tbl1xr1	1114	991	784	1199
Ndrg3	650	667	635	832
Dsn1	172	286	207	246
Sla2	33	19	37	13
Rab5if	3583	3457	3733	4748
Samhd1	11581	11339	11543	13730
Rbl1	788	812	659	902
Rpn2	2606	2916	3559	4199
Src	21	20	13	40
Ctnnbl1	1027	1094	1237	1379
Tti1	369	419	440	494
Rprd1b	718	939	765	900
Ralgapb	516	537	403	537
Fam83d	38	45	35	54
Dhx35	173	130	156	184
Skil	1417	1400	1901	2443
Slc2a10	4	1	3	7
Zmat3	118	86	68	107
Pik3ca	370	386	384	499
Zfp639	500	570	567	679
Mfn1	254	167	243	273
Gnb4	558	413	564	766
Ocstamp	316	221	543	841
Actl6a	1636	2038	1889	2559
Ndufb5	2699	2971	2939	3673
Pex5l	1	3	5	5
Ccdc39	15	3	8	8
Ttc14	2471	2459	2252	2696
Ncoa3	1769	1646	1555	1842
Dnajc19	2463	2391	2647	3199
Fxr1	1017	983	856	1180
Mecom	0	0	2	3
Slc2a2	3	2	3	4
Tnik	93	138	57	57
Pld1	153	152	203	226
Nceh1	280	375	552	717
Ect2	125	181	126	182
Lrrc34	0	1	0	5
Sec62	2653	2801	2831	3484
Dcun1d1	1561	1648	1924	2248
Mccc1	321	314	350	473
Acad9	752	738	745	864
Anxa5	8811	8893	13011	15310
1810062G17Rik	17	9	14	8
Exosc9	1113	1234	1322	1733
Ccna2	783	1099	747	889
Spata5	395	385	440	467
Slc7a11	698	625	835	1143
Rab33b	393	410	538	659
Cog6	425	465	510	675
Stoml3	5	8	11	3
Ufm1	1911	2251	2137	2583
Trpc4	0	2	0	4
Postn	1	2	31	46
Supt20	2498	2883	2478	2771
Exosc8	2479	2805	2934	3480
Sucnr1	605	687	1053	1159
Mbnl1	10694	9824	7970	9752
P2ry1	100	70	76	108
Dhx36	1334	1318	1195	1349
Gfm1	419	492	535	691
Mfsd1	2175	2289	3119	3900
Il12a	8	0	0	2
Schip1	12	12	9	13
Ift80	124	140	154	172
Kpna4	4638	4294	4049	4656
Ppm1l	22	44	38	31
Nmd3	1469	1485	1575	1917
Sis	2	6	15	11
Smad9	2	3	0	0
Dclk1	25	9	17	33
Nbea	115	82	61	113
Tm4sf1	34	10	1	19
Ppid	1727	1706	1792	2101
Pfn2	129	150	171	235
Tsc22d2	615	596	746	694
Serp1	10802	10975	13562	16142
Etfdh	628	675	709	1008
Eif2a	1089	981	821	1031
4930579G24Rik	278	302	316	347
Slc33a1	349	380	359	441
Gmps	1440	1358	1592	1998
Vmn2r1	35	28	20	32
Kcnab1	31	43	8	6
Ssr3	1562	1538	1749	2239
Ccnl1	6461	6710	8340	9098
Veph1	8	16	14	4
Serpini1	331	331	536	571
Pdcd10	3693	3786	4454	5103
Wnt2b	5	2	0	3
Ptpn22	3874	3931	4407	4805
Dclre1b	453	404	384	413
Olfml3	44	18	59	49
Syt6	4	1	4	5
Nras	1050	1038	1180	1450
Sike1	983	1083	1053	1517
Tshb	16	14	3	21
Tspan2	1186	1257	861	1105
Vangl1	11	6	25	34
Cd2	38	8	33	39
Ptgfrn	22	12	17	39
Gdap2	657	639	872	950
Tbx15	21	13	12	3
Hmgcs2	6	4	0	11
Notch2	913	892	726	737
Sec22b	2383	2802	2628	3362
Prpf38b	2055	2273	2228	2537
Stxbp3	2662	2856	4037	4942
Gpsm2	4	10	13	20
Clcc1	946	1027	1156	1421
Sypl2	9	1	4	4
Ampd2	220	281	287	340
Gstm4	223	276	370	342
Ahcyl1	817	950	1165	1264
Slc6a17	16	12	6	12
Slc16a4	10	4	7	5
Dram2	2082	2045	2118	2682
Dennd2d	200	197	143	170
Ddx20	277	314	332	296
S100a11	56540	57003	41670	51668
Slc27a3	2	2	2	1
Ints3	241	281	239	284
Rab13	15	3	10	13
Crtc2	931	1101	1170	1274
Jtb	2296	2418	2562	3257
Creb3l4	0	3	5	2
Nup210l	23	27	15	20
Tpm3	18457	19696	19975	23589
4933434E20Rik	1497	1635	1909	2129
Hax1	2407	2342	2988	3843
Il6ra	877	983	1218	1462
Chrnb2	22	22	11	13
Adar	571	555	637	725
Pmvk	902	840	1046	1259
Slc50a1	1332	1455	1620	1908
Efna1	5	0	0	9
Gask1b	60	48	42	77
Tmem144	31	41	20	34
Slc35a3	700	745	635	865
Sass6	221	259	224	252
Lrrc39	44	60	60	51
Vcam1	848	713	2802	3147
Extl2	66	53	108	110
Col11a1	3	4	4	7
Larp7	1395	1462	1676	2043
Ndst4	23	19	25	35
Ndst3	4	3	2	2
Rnpc3	773	790	800	981
Cyp2u1	14	21	23	23
Hadh	279	286	418	522
Lef1	45	19	21	18
Trim2	91	76	91	89
Mcub	466	528	998	1680
Tlr2	890	1532	2047	2468
Casp6	1265	1478	1937	2050
Plrg1	1111	1149	1413	1567
Pla2g12a	108	131	181	243
Lrat	4	4	5	3
Snx7	192	188	240	214
Gar1	368	576	521	651
Tdo2	13	27	26	7
Rrh	9	4	17	14
Ppa2	1228	1324	1666	1912
Ctso	2450	2962	2209	2807
Ints12	474	529	513	659
Egf	61	53	48	97
Gstcd	142	174	102	126
Pdgfc	2	4	7	2
Glrb	16	2	5	4
Pitx2	1	0	14	4
Alpk1	382	398	423	546
Aimp1	839	749	850	1084
Tbck	436	365	378	460
Dkk2	243	195	239	223
Papss1	466	560	720	951
Kcnq5	0	3	2	11
Fubp1	2417	2542	2061	2731
Dnajb4	515	623	806	1123
Ifi44	1826	2080	1972	2362
Efna4	16	14	54	40
Adam15	100	157	275	325
Zbtb7b	269	279	230	319
Cks1b	2164	2593	2471	3073
Thbs3	1	2	1	2
Gba	1838	1865	2532	2960
Scamp3	1336	1548	1878	2233
Hcn3	25	25	32	38
Ash1l	1354	1296	1147	1457
Rit1	892	798	889	1099
Arhgef2	3245	3373	3344	3908
Khdc4	1177	1287	1298	1563
Lamtor2	3041	3482	4074	4926
Lmna	91	110	314	412
Sema4a	332	283	411	628
Pmf1	745	868	908	876
Iqgap3	72	81	61	68
Gpatch4	250	280	246	406
Naxe	2365	2220	2678	3216
Sh2d2a	7	14	8	1
Pear1	3	7	2	4
Cd1d1	2087	2213	1487	2011
Dclk2	4	10	14	6
Lrba	307	318	249	362
Rps3a1	23126	23341	18026	24510
Sh3d19	27	29	50	46
Gatb	260	280	332	420
Fbxw7	313	387	355	378
Fmo5	436	447	373	448
Chd1l	211	298	298	288
Acp6	553	650	790	1006
Gpr89	368	398	458	487
Rnf115	2142	2348	2510	3234
Polr3c	900	1016	1067	1153
Nudt17	987	778	640	629
Pias3	174	128	182	186
Pex11b	712	723	726	885
Polr3gl	121	111	128	159
Rprd2	519	441	511	627
Tars2	517	589	621	750
Ecm1	25	18	22	39
Mettl14	234	241	225	315
Bcar3	9	9	3	12
Gclm	378	316	368	417
Abca4	10	0	2	10
Pip5k1a	397	370	438	471
Abcd3	274	271	417	513
F3	5	1	4	3
Tlcd4	2	3	4	7
Rwdd3	41	44	39	44
Ptbp2	330	306	318	415
Snx27	503	459	605	697
Celf3	1	6	17	11
Adh5	2891	3375	3662	4569
Riiad1	1	2	3	2
Mrpl9	517	538	449	598
Oaz3	7	19	9	13
Them4	51	52	55	88
Rap1gds1	1310	1342	1272	1448
Rorc	5	6	2	2
Tspan5	127	141	165	285
Eif4e	4441	5066	5843	7482
Mttp	167	199	158	196
Dapp1	5470	6134	6455	7594
Ppp3ca	878	1114	1297	1699
Nfkb1	7056	7409	9146	10058
Manba	392	495	574	697
Cisd2	2091	2038	2536	3050
Bdh2	7	12	3	13
Wls	446	506	958	1461
Depdc1a	135	158	126	155
Lrrc7	3	2	2	11
Cth	21	10	16	14
Zranb2	1511	1436	1476	1840
Lrriq3	22	17	14	14
Adgrl2	5	3	8	7
Dnase2b	7	8	15	27
Uox	30	41	65	135
Rpf1	1911	1979	2237	2815
Spata1	98	108	66	97
Ctbs	496	514	544	842
Bcl10	2703	2984	3602	4223
Cryz	189	212	231	177
Asph	888	849	1207	1216
Trp53inp1	297	286	373	391
Ccne2	428	444	291	364
Gem	747	1004	1209	1300
Cdh17	332	539	243	344
Cibar1	371	391	263	392
Pip4p2	167	148	291	298
Calb1	1	3	3	9
Decr1	564	651	602	974
Nbn	824	907	812	1007
Mmp16	3	1	0	8
Cpne3	1624	1494	1779	1943
Rmdn1	937	857	776	1104
Tmem68	1470	1613	1687	1918
Tgs1	1867	1810	1552	2108
Rps20	6893	6608	5548	7598
Atp6v0d2	0	0	6	10
Cyp7a1	2	7	4	2
Ubxn2b	379	360	411	487
Nsmaf	3197	3535	3080	3523
Faxc	3	2	1	6
Coq3	412	401	509	592
Pnisr	2153	2037	1758	2395
Sdcbp	9090	9647	14321	18530
Tstd3	458	469	566	654
Ccnc	715	713	704	987
Odf2l	143	154	158	177
Ndufaf4	799	886	661	950
Clca3a2	2	0	0	3
Spaca1	10	14	9	21
Lmo4	1102	1205	1177	1627
Gbp3	364	386	450	658
Gbp2	835	604	635	782
Gtf2b	3183	3229	3929	5011
Pdlim5	751	798	1008	1172
Rngtt	739	636	743	932
Ube2j1	1719	1750	2657	3317
Rragd	26	15	32	42
Casp8ap2	953	912	866	1259
Map3k7	640	712	717	916
Epha7	23	17	8	29
Akirin2	872	1087	1122	1388
Rars2	681	722	818	930
Slc35a1	745	865	939	1160
Smim8	962	878	877	895
C9orf72	443	478	683	714
Rnf20	690	671	594	856
Smc2	1724	1978	1747	2067
Polr1e	432	451	438	595
Exosc3	1747	1788	1648	2091
Stra6l	2374	2132	1406	1696
Tmod1	11	10	18	46
Xpa	547	473	551	613
Ncbp1	884	1105	1018	1296
Trmo	371	343	329	361
Hemgn	33	39	86	126
Anp32b	4918	5040	4696	6301
Nans	934	1022	1309	1602
Coro2a	2041	2179	3248	2754
Col15a1	4	2	1	6
Nr4a3	3338	3595	3670	4585
Erp44	2123	2437	2779	3461
Invs	329	350	287	361
Tex10	782	781	936	1108
Tmeff1	72	84	92	147
Cavin4	6	0	3	0
Fmn2	3	3	3	4
Zfp618	5	3	2	6
Orm3	3	7	7	1
Slc44a5	132	129	150	187
Tnfsf8	284	338	127	72
Tnc	3	2	3	6
Txn1	6407	5509	6751	8183
Svep1	19	11	13	26
Astn2	7	10	2	6
Ptgr1	88	112	162	177
Ugcg	605	620	661	778
Ptbp3	2945	2913	2785	3600
Hsdl2	725	876	945	1169
Snx30	749	837	1018	1054
Zfp37	10	31	31	17
Wdr31	18	15	27	12
Bspry	0	4	5	1
Alad	665	627	787	1068
Pole3	665	737	660	839
Kdm4c	521	526	551	591
Dmac1	1519	1508	1562	1941
Ptprd	12	10	12	15
Zdhhc21	458	472	407	524
Aco1	290	363	479	481
Smim27	723	742	778	904
Smu1	3271	3233	3814	4362
Dnaja1	9091	10895	12280	18269
Aptx	516	533	722	784
Slc44a1	1093	1086	1217	1178
B4galt1	465	562	530	574
Fktn	173	163	160	225
Bag1	2081	2248	2887	3384
Chmp5	3278	3600	4055	4929
Tmem38b	155	180	200	233
Nfx1	1079	1239	1150	1392
Rad23b	583	674	719	902
Aqp7	26	33	35	71
Nol6	275	273	293	350
Elp1	288	312	277	375
Ubap2	420	405	407	499
Epb41l4b	42	50	28	36
Aqp3	8	6	3	10
Dcaf12	1330	1570	1501	1928
Ubap1	873	979	1136	1207
Kif24	52	53	59	65
Fam219a	59	72	69	98
Nudt2	376	342	377	357
Enho	93	118	88	122
Dctn3	2901	2850	3689	4261
1700022I11Rik	2	2	3	2
Vcp	4185	4899	5972	6996
Fancg	275	323	393	490
Pigo	201	188	193	246
Stoml2	1354	1631	1738	2043
Unc13b	3	2	1	6
Atp8b5	20	21	15	16
Tesk1	429	440	656	799
Cd72	3023	3436	4283	4415
Sit1	5	11	10	11
Ccdc107	1025	1035	1379	1685
Car9	448	492	504	510
Tpm2	219	279	487	547
Tln1	5238	4740	4180	5383
Creb3	1858	2132	1831	2358
Gba2	710	947	881	1059
Rgp1	219	185	137	154
Npr2	10	21	15	12
Hint2	1329	1430	1660	1829
Spaar	31	21	24	23
Reck	6	11	22	26
Clta	3286	3360	3699	4944
Gne	279	316	339	380
Glipr2	267	287	486	757
Snapc3	846	883	884	940
Psip1	1925	2038	2081	2419
Bnc2	8	10	12	12
Sh3gl2	32	17	20	25
Plin2	854	783	1863	2529
Rps6	25412	25364	23380	30631
Mllt3	30	38	28	45
Hacd4	194	153	223	306
Usp24	312	322	312	374
Plpp3	12	6	34	27
Prkaa2	2	2	7	2
Slc35d1	202	218	262	336
Mier1	1155	1176	1009	1222
Sgip1	419	556	251	449
Pde4b	14307	15508	21345	26443
Jak1	3486	3882	3975	4790
Cachd1	8	10	4	12
St3gal3	269	290	290	356
Dph2	163	202	155	196
B4galt2	1	4	7	2
Slc6a9	9	8	17	24
Bend5	16	17	28	36
Elavl4	11	5	18	11
Itgb3bp	129	126	78	125
Atg4c	130	122	212	255
Cdkn2c	531	557	567	700
Eps15	1237	1169	1288	1325
Angptl3	28	16	37	45
Ttc39a	55	37	34	22
Dock7	310	302	362	472
Rnf11	1076	1179	1480	1658
Osbpl9	1394	1510	1735	2215
Usp1	1196	1323	1160	1473
Tm2d1	2430	2461	2764	3336
Nfia	141	128	84	131
Txndc12	324	318	513	570
Btf3l4	1553	1702	1750	2260
Cyp2j13	4	5	1	3
Hook1	92	91	51	61
Fggy	32	59	27	53
Ift74	148	160	147	196
Plaa	967	922	982	1263
Caap1	621	623	682	819
Pum1	476	468	439	529
Laptm5	58561	61479	79908	89626
Cc2d1b	332	337	343	383
Orc1	83	102	103	85
Gpx7	12	8	7	12
Tnfrsf1b	5038	5558	6352	7244
Podn	2	4	0	6
Echdc2	6	1	2	17
Tnfrsf8	10	5	9	12
Scp2	10135	10549	11631	13708
Cpt2	208	216	312	360
Czib	983	1058	1207	1368
Magoh	2587	2803	2554	3431
Dmrtb1	206	190	207	184
Lrp8	938	834	1208	1491
Ndc1	197	243	232	308
Lrrc42	260	251	328	419
Tmem59	8966	10204	12066	14953
Tceanc2	405	345	365	436
Cyb5rl	85	101	91	109
Mrpl37	1031	1076	1235	1598
Col9a2	1	1	5	5
Exo5	152	113	125	141
Dyrk2	383	355	459	565
Ctps	250	293	281	350
Hivep3	188	197	145	125
Ppcs	467	524	440	456
Ccdc30	107	112	91	110
Ybx1	6747	7561	9415	10692
Tfap2c	4	1	5	3
P3h1	53	38	74	65
Svbp	885	803	1097	1239
Ermap	41	26	42	65
Slc2a1	702	841	888	1035
Rragc	1842	2240	2089	2555
Mycbp	710	758	852	1031
Ndufs5	1388	1495	1653	2014
Macf1	1465	1357	958	1063
Ppie	830	1182	951	978
Trit1	763	839	809	961
Mycl	604	700	794	1097
Mfsd2a	101	85	49	62
Cap1	5092	5537	6984	8258
Ppt1	5231	5492	7370	9346
Ephb2	16	11	12	20
Eloa	2210	2237	2228	2600
Pithd1	1281	1370	1329	1371
Lypla2	2389	2570	2618	2895
Gale	587	495	601	650
Hmgcl	1585	1599	2055	2367
Fuca1	4862	4998	7069	8669
Pnrc2	3649	3701	2706	3204
Srsf10	3310	3373	3179	4124
Rnf220	1558	1854	1926	2149
Kif2c	120	130	185	214
Plk3	1028	1707	2733	2848
Eif2b3	439	490	558	742
Urod	918	918	1194	1474
Mutyh	104	110	93	106
Toe1	484	467	447	565
Ccdc163	152	111	94	125
Mmachc	2006	2252	2073	2287
Prdx1	21867	20935	25386	31956
Akr1a1	13353	13192	15480	18247
Nasp	1547	1638	1870	2052
Ipp	351	276	275	306
Pik3r3	36	47	32	60
Pomgnt1	304	346	514	539
2510003B16Rik	304	346	514	539
Lurap1	40	52	21	29
Rad54l	390	502	422	498
Lrrc41	591	604	813	895
Nsun4	387	388	447	466
Dmbx1	3	2	4	5
Mknk1	821	1014	1152	1568
Mob3c	492	561	579	648
Atpaf1	542	535	673	740
Cyp4a31	84	60	99	65
Pdzk1ip1	22	17	99	123
Tal1	4	3	6	7
Stil	98	175	109	131
Cmpk1	3534	3707	4397	5330
Ebna1bp2	1517	1632	1778	2111
Aldh4a1	124	158	263	219
Mrto4	888	1062	1025	1449
Akr7a5	1483	1685	1830	2225
Slc66a1	582	677	684	750
Capzb	21247	23419	23652	27634
Vwa5b1	7	6	2	4
Pink1	366	407	779	845
Ddost	4852	5544	5976	7067
Kif17	73	80	20	57
Hp1bp3	1561	1454	1886	2090
Eif4g3	1292	1186	1327	1598
Hspg2	2	1	2	5
Ptpn12	268	282	291	382
Zcchc17	668	796	738	864
Fabp3	0	1	5	10
Tinagl1	5	0	1	18
Pef1	816	815	900	1035
Sema3c	4	4	1	0
Ptp4a2	5745	5295	5193	6411
Azin2	47	45	81	62
Khdrbs1	2205	2316	2284	2629
Ak2	2958	3608	4456	5534
Rnf19b	2162	2749	3272	3986
Ccdc28b	1002	955	1094	1385
Phc2	800	800	1031	1300
Tmem234	2459	2492	2867	3221
Eif3i	1961	2108	2208	2997
Zfp362	642	693	863	913
Hdac1	1698	2079	162	257
Stpg1	0	1	3	2
Nipal3	188	164	141	192
Csmd2	9	10	20	16
Zbtb8a	35	26	53	40
Srrm1	3731	3458	3585	4249
Yars	547	665	589	733
Sfpq	1452	1404	1460	2003
Syf2	2160	2467	2933	3383
Tmem50a	4549	4604	6185	7484
Rhd	60	31	104	162
Maco1	499	535	501	615
AU040320	309	312	333	392
Stmn1	9223	11483	10576	10806
Ncdn	203	233	300	248
Trim63	5	7	1	14
Psmb2	10282	10477	12022	14844
Extl1	12	12	11	8
Zfp593	365	366	392	552
Ago3	245	250	268	301
Sh3bgrl3	21927	20310	23165	28608
Trappc3	1235	1421	1825	2226
Gpn2	257	271	373	372
Map7d1	972	999	1340	1525
Gpatch3	175	229	278	277
Nudc	2169	2538	3214	3607
Slc9a1	153	162	161	177
Tmem222	1193	1301	1535	1542
Csf3r	214	150	395	579
Sytl1	2	5	5	20
Mrps15	1687	1730	1870	2454
Map3k6	4	5	10	13
Meaf6	919	955	1243	1468
Hgf	32	22	23	17
Wasf2	2286	2053	2413	3184
Gnl2	1475	1405	2083	2106
Rspo1	7	4	28	21
Cdca8	554	729	582	719
Fgr	7993	9034	11229	13024
Epha10	2	5	5	4
Fam76a	880	767	933	1134
Stx12	1000	1161	1328	1746
Ppp1r8	674	793	880	1094
Sema3a	12	14	15	17
Rpa2	992	1073	999	1022
Smpdl3b	20	22	57	43
Eya3	814	927	954	1127
Yrdc	1072	1252	1565	1929
Mtf1	590	590	808	804
Sesn2	852	1089	988	1285
Inpp5b	1301	1450	1253	1370
Rcc1	460	642	470	643
Trnau1ap	1148	1206	1449	1674
Taf12	1432	1351	1388	1698
Gmeb1	143	155	160	149
Sf3a3	1914	2266	2354	2777
Epb41	786	670	850	1049
Utp11	1150	1088	1290	1417
Mecr	296	313	480	549
Srsf4	657	749	792	896
Casp9	309	343	477	517
Plekhm2	282	232	285	324
Fbxo42	424	434	487	460
Necap2	2002	2122	2827	3170
Cdk14	1716	2080	1313	1560
Padi2	32	52	94	78
Kcnab2	111	162	210	228
Psmc2	2923	3149	3479	4199
Xrcc2	68	88	78	112
Rpl22	2954	2922	2127	3082
Acot7	4231	4546	4142	4687
Hes2	6	7	6	0
Espn	18	25	68	84
Prkag2	419	433	435	540
Rheb	6615	6470	8862	11368
Nol9	205	256	231	299
Smarcd3	17	11	7	18
Zbtb48	173	129	110	180
Abcf2	850	997	1159	1324
Nub1	1812	1883	2179	2481
Vamp3	1299	1344	1995	2372
Per3	97	87	94	75
Tmub1	424	447	488	612
Fastk	596	679	817	963
Ube4b	306	285	269	340
Pgd	685	824	1335	1401
Slc4a2	172	199	206	272
Park7	5649	5770	6549	7511
Tnfrsf9	330	264	283	315
Errfi1	1717	1624	1979	2511
Cdk5	810	749	929	1062
Abcb1b	677	810	960	1272
Car6	9	2	4	6
Abcb8	229	214	248	306
Dffa	521	586	504	694
Pex14	473	579	715	797
Slc2a5	4	0	1	6
Casz1	58	60	48	97
Nos3	12	7	9	12
Masp2	3	6	1	6
H6pd	72	83	93	91
Slc25a33	1943	1865	3406	4788
Klhl7	284	321	383	427
Ctnnbip1	142	137	291	310
Angptl7	328	380	218	321
Lzic	511	617	544	719
Mtor	225	195	172	213
Nmnat1	253	238	246	320
Fam126a	524	549	400	455
Tomm7	4046	3904	3462	4465
Rint1	361	341	297	271
Fbxo44	15	13	13	6
Mad2l2	605	586	658	881
Kmt2e	5503	5205	5805	6911
Agtrap	351	311	482	494
Mthfr	214	165	401	479
Orc5	571	665	607	672
Dnajc2	2143	2273	2215	2975
Clcn6	87	79	95	107
Pmpcb	1007	1154	1289	1538
Mfn2	257	274	376	340
Miip	431	485	583	595
Dffb	274	296	296	271
Lrrc47	382	440	505	549
Wrap73	495	564	512	712
Tprgl	2756	3007	3720	4386
Acap3	92	108	118	145
Ints11	839	933	1078	1317
Atad3a	323	383	424	572
Ssu72	4615	4615	5329	6137
Pex10	125	120	191	214
Rer1	3463	3542	3876	4952
Morn1	22	32	40	54
Ski	153	150	201	274
Prkcz	66	93	77	71
Plch2	1	1	3	6
Pank4	384	410	398	507
Prxl2b	411	328	695	810
Mib2	150	219	326	333
Mmp23	219	200	396	581
Cdk11b	2907	2722	2834	3277
Nadk	4279	4981	5282	6170
Gnb1	4331	4443	5034	6226
Mrpl20	1980	1932	1947	2403
Ccnl2	2311	2627	2513	2963
Mxra8	11	25	12	4
Dvl1	299	320	385	473
Tas1r3	6	7	10	10
Cptp	168	173	218	208
Tnfrsf4	489	508	379	371
Sdf4	4461	4596	5391	6122
Bst1	65	24	26	74
Cd38	796	661	648	871
